fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
1620,8373,2011/11/08,"Sinking Barge; Offshore, Miami, FL","Offshore, Miami, FL",25.65,-79.75,Other,,,,,,,,,5,"On Tuesday, November 8, 2011, the U.S Coast Guard contacted NOAA ERD regarding a sinking deck barge off Miami Beach that has been disabled since Monday afternoon. The barge, loaded with 33 containers on deck, is taking on water and is partially submerged.  The containers are reported to be empty. The tug towing the barge is also disabled and adrift.  Response vessels are attempting to dewater the barge.  "
1621,8360,2011/09/15,"Mystery slick; North end of Barataria Bay, La.","North end of Barataria Bay, La.",29.3877777778,-89.8661111111,Oil,Mystery Substance,oil,,,,,,100,1,"At 1030 CDT, Sept 15, 2011 there was a report of a 1 mile by 1/2 mile slick at the north end of Barataria Bay.  The CG asked if we could help locate the source."
1623,8348,2011/08/24,"Hurricane Irene; East Coast, US","East Coast, US",37.5885,-76.1811111111,Oil,Hurricane,,,,,,,,0,This hotline is being opened to capture information related to Hurricane Irene.  The Storm is currently a category 2 but is expecting to intensify
1624,8346,2011/08/23,"Mystery slick; 17 miles offshore; Port Arthur, TX","17 miles offshore; Port Arthur, TX",29.467,-92.8026666667,Oil,Mystery Substance,unknown,,,,,,,0,"A 15 mile by 1 mile slick of oil was reported from a platform approximately 17 miles offshore from Port Arthur, TX at 0900 (local) Aug 23 2011.  USCG is conducting an overflight to investigate and will obtain a sample. "
1626,8339,2011/08/06,"T/V Sea Falcon; Delaware Bay, Delaware","Delaware Bay, Delaware",38.94,-75.12,Oil,Grounding,Basra light crude oil,,,,,,22008000,3,"The NOAA SSC was notified this morning at 0500 by the HDO of an incident in Delaware Bay. On the morning of August 6, 2011, the T/V Sea Falcon, an  824 foot long doubble hull vessel carrying 524,000 bbls of crude oil ran aground in Big Stone Anchorage in Delaware Bay, offshore of Cape May, NJ.  No pollution has been reported. Cause Unknown. SSC has been coordinating with USCG Sector Delaware Bay. USCG requested trajectory, weather, and RAR. "
1627,8326,2011/06/08,"Mystery Slick, Breton Sound (NRC 978985); Breton Sound, GOM","Breton Sound, GOM",29.4347222222,-89.2736111111,Oil,Mystery Substance,Unknown,,,,,,,0,"At 1014 hours local time on 8 June 2011, USCG Sector New Orleans notified the NOAA Scientific Support Coordinator of a reported mystery slick WSW of Breton Island.  The size of slick is reported as “several miles” in length.  The initial information is sketchy, and the USCG has launched a helicopter and small boat to investigate as well as coordinating with the USFWS Breton Wildlife Refuge Manager.  No responsible party is yet known.  NOAA was requested to provide an Initial Trajectory Analysis and Resources at Risk analysis.  In 2005, this same refuge was impacted by a small spill resulting in the death of more than 600 pelican.  USFWS reports that there are nearly 7000 pelican on North Breton Island currently and this is nesting season."
1628,8325,2011/06/05,"F/V Relentless Pursuit; Sandy Hook, NJ","Sandy Hook, NJ",40.4783333333333,-74.0177777777778,Oil,Grounding,Gasoline,,,,,,100,0,"During the evening of June 5, a privately-owned pleasure craft grounded at the tip of the Gateway National Park, Sandy Hook, NJ.  The vessel is 50ft in length and is carrying 100 gallons of gasoline.  USCG Sector New York contacted NOAA Duty Officer to report incident. Vessel had grounded on NPS lands in an area currently closed to the public due to on-going piping plover, oyster catcher, and tern nesting activities. Owner of vessel is in the process of making arrangements with Sea Tow to remove on-board gasoline this afternoon during low-tide.  An attempt to tow the vessel off the beach will be made after the fuel has been removed.  If effort to remove vessel is unsucessful, vessel will have to remain grounded until September which is the end of bird nexting season.  "
1630,8319,2011/05/11,"F/V Atlantic Traveler; Manasquan Inlet, NJ","Manasquan Inlet, NJ",40.0983333333,-74.03,Oil,,Diesel,,,,,,3150,0,"On May 11, 2011 at 0451 EDT the 64' fishing vessel Atlantic Traveler sank outside of Manasquan Inlet, N.J. The vessel has 3,150 gallons of diesel onboard. This is about 600'  from shore. Light sheen has been reported emanating from the vessel. All three people on board were removed safely."
1631,8318,2011/05/09,"RRT6 Activated:  2011 Mississippi River Flood; Lower Mississippi River States",Lower Mississippi River States,40.6997222222,-74.0230555556,Other,,Unkown,,,,,,,0,"RRT6 Activation Issue: Mississippi Flooding and Opening of Morganza Waterway Could impact Facilities in the Atchafalaya River and Basin.USACE expects to be forced into opening the Morganza Floodway to help mitigate the threat of floodwaters on the Mississippi River on or about 13 May 2011 (possibly even sooner). This will represent the first opening of the Morganza Floodgates since the 1973 Flood and will move flood waters into flood prone areas west of the river.  Rainfall and spring flooding in the Ohio River Valley has the Mississippi River running very high and this situation is expected to persist for at least two weeks.  Flood gates on the Bonnet Carre Spillway structure in St. Charles Parish Louisiana will be opened starting today (Monday) to release water from the Mississippi River into the Lake Pontchartrain area to reduce the amount of water reaching New Orleans. The USACE will be (or likely has by now) asking the Mississippi River Commission for permission to open the Morganza Spillway structure. Opening the Morganza floodgates will release water into the Atchafalaya River and Atchafalaya Basin or spillway, which includes parts of St. Landry, St. Martin, Iberia and St. Mary parishes in the Acadiana area. Some communities, homes and businesses inside the spillway levees should start preparing now to evacuate if the Morganza is opened is the message being released. The threat is real, and with this threat there is the threat of possible pollution events. RRT6 has been activated and is coordinating with the State of Louisiana and the RRT6 Federal Partners as to what threat this may have on facilities that include oil refineries located on the Atchafalaya River and oil production facilities in the basin.  NOAA’s Office of Response and Restoration (OR&R) as part of the Regional Response Team and as part of other regional coordination activities is monitoring the situation.Charlie HenryActing Director NOAA’s GOM Disaster Response Center "
1632,8298,2011/03/13,"Mystery Sheen; Ship Shoal Block 65, LA","Ship Shoal Block 65, LA",28.9972,-90.8617,Oil,,unknown,,,,,,,0,"At approximately 1000 central time on 13Mar2011, the SSC was notified by USCG MSU Morgan City of a sighting of a 1mi x 5mi sheen approximately 5 miles offshore.  The sheen (75% rainbow, 25% silver) was reported by a PHI helo early this morning. Source is unknown.  Location L 28deg 59'50'/ Lo 090deg 51'42"". Trajectory analysis was requested."
1633,8279,2011/01/06,"Mystery spill-GOMEX off Barataria Bay; Gulf of Mexico 25 miles south of Barataria Bay",Gulf of Mexico 25 miles south of Barataria Bay,28.9078,-89.8231,Oil,Mystery Substance,Unknown,,,,,,,0,"On January 6th NESDIS provided NOAA Emergency Response Division with a satelitte analysis showing an anomaly consistent with an oil spill in the Gulf of Mexico located at 28deg 54' 28""N, 89deg 49' 23""W, or about 25 miles SSE of Barataria Bay, LA.  A report from BOEMRE confirms that an oil slick has been reported at that location, so confidence is high.  USCG Sector NOLA/Morgan City have been provided this information, weather, and an initial trajectory analysis. The initial trajectory indicates that winds and currents should keep the oil offshore so that it is not expected to be a threat to land at least throught the coming weekend.  For additional information, contact Jim Jeasonne at jim.jeansonne@noaa.gov or 206-276-5308."
1634,8277,2010/12/10,"Black Oil Patch; Manasquan Inlet, NJ","Manasquan Inlet, NJ",40.0873,-73.9815,Oil,,Oil,,,,,,,1,"On December 10, 2010, at 1310 EST USCG Sector Delaware Bay reported a patch of black oil sighted approximately 2.5 miles off of Manasaquan Inlet, NJ, at 40 05.24N, 073 58.89W.  USCG overflight reported lat, long of cornerpoints and requested trajectory."
1637,8260,2010/10/22,"Mystery Anomaly; SW Pass, Louisiana","SW Pass, Louisiana",28.9441666666667,-89.1738888888889,Oil,,,,,,,,,0,"On October 22, 2010, ERD was notified by USCG of a potential spill off SW Pass, Louisiana.  The incident is described as a 10 square mile area of ""red oil""at latitude: 29° 02' 26"" N, longitude: 089° 26' 55"" W.  There are two separate NRC reports. The USCG is investigating and contacted ERD about availability of remote sensing imagery and algae bloom information."
1646,8243,2010/07/29,"F/V Miss Kaitln; Rockledge Dr, Indian River Florida","Rockledge Dr, Indian River Florida",28.3047,-80.7007,Oil,,diesel,,,,,,1600,0,"USCG at Port Canaveral, FL reported the Miss Kaitln, a 64 foot wood shrimp boat was on fire at the dock.  The vessel has an estimated 1600 gallons of diesel on board.  Several other nearby boats are a risk from the fire.  USCG is on scene and will provide updates as appropriate."
1647,8241,2010/07/27,"T/V Pere Ana C; Mud Lake, LA","Mud Lake, LA",29.4793,-90.0086,Oil,Collision,"Natural Gas, Light Crude Oil",,,,,,7000,0,"At approximately 0050 CDT on July 27, 2010, the dredge barge Captain Buford pushed by T/V Pere Ana C collided with the abandoned Cedyco Corporation natural gas wellhead - SL 8357 Number 1 well (SN 170436). The collision occurred while the tug and barge combination exited Mud Lake into the Barataria Waterway halfway between Lafitte and Grand Isle, Louisiana. As a result of the impact, the well is discharging natural gas mixed with light crude oil 50-100 feet into the air at an unknown rate. It may take 1-2 days to cap the leak. The NOAA Gulf Region SSC is on scene at Sector New Orleans to provide support for this incident. "
1648,8237,2010/07/18,"Pleasure Craft Fire & Spill; Port Canaveral, FL","Port Canaveral, FL",28.4097,-80.6294,Oil,,Gasoline,,,,,,300,0,"At approximately 2340hrs local time on 18 July 2010, a pleasure craft caught fire, drifted and beached on the north side channel of Port Canaveral Harbor, FL.  300 gal of gasoline are estimated to have been released.  Location is 28deg 24'35""N / 080deg 37'46""W.  Vessel is currently a hazard to navigation.  USCG has requested trajectory and fate estimates."
1649,8235,2010/07/14,"Tanker Isabelle K.; Houston Ship Channel",Houston Ship Channel,29.3637,-94.7915,Chemical,Grounding,Cyclohexane,,,,,,,0,"Grounded in Houston Ship summary with 15,158 metric tons of cyclohexane.  No leak.  The hope is to refloat the vessel without incident."
1650,8228,2010/05/20,"F/V Nightwatch; Off Eugene Island, La","Off Eugene Island, La",29.3243,-91.5065,Oil,,Diesel fuel,,,,,,14000,0,"Vessel aground with 14,000 gallons of diesel fuel.  No spill, but a potential"
1651,8225,2010/05/16,"M/V Miss Maridith; Biscayne Bay, Florida","Biscayne Bay, Florida",25.4207,-80.1247,Oil,,diesel,,,,,,3000,0,"USCG notified SSC that the converted stern trawler Miss Maridith sank last night 4 miles from land n Biscayne Bay.  The vessel was carrying 3000 gallons of diesel and 30 gallons of lube oil.  Visible sheen was reported extending 1.5 miles to the NE.  USCG and State DEP is responding.  The NPS is also involved. NOAA is providing oil fate, trajectory and weather information at this time."
1653,8217,2010/04/13,"MS SUSANNE Diesel Spill; Gulf of Mexico off LA Coast",Gulf of Mexico off LA Coast,29.3608,-92.3397,Oil,,Diesel,,,,,,2500,0,"At approximately 1:30 AM on 13 April 2010, USCG MSU Morgan City requested a trajectory analysis for a spill of 2500 gallons of diesel fuel during an offshore refueling operation.  The time of the event was reported as 2245 hrs on 12 April."
1654,8216,2010/04/07,"Rainbow Sheen; West Delta, LA (Gulf of Mexico)","West Delta, LA (Gulf of Mexico)",29.0664,-89.6678,Oil,,,,,,,,,0,"The morning of  07 APR 2010, the NOAA/OR&R/Emergency Response Division was contacted by the USCG-MSU Morgan City regarding a 7 mile rainbow sheen in the West Delta region of the Gulf of Mexico (off of LA).  The USCG requested ERD evaluate trajectory implications regarding this incident. "
1655,8214,2010/04/03,"Mystery Sheen (NRC (36029); Gulf of Mexico off LA Coast",Gulf of Mexico off LA Coast,29.0717,-90.1736,Oil,,Unknown Oil Slick,,,,,,,0,"At 1149 hrs on 3 April 2010, the NRC received a report of a small sheen (0.25 miles long and 0.028 gallons) of unknown origin less than 2 miles off the Louisiana Coast south of Bay Champagne (SW of Bay Marchand).  The sheen is near a platform, but the cause is unknown. USCG has requested a trajectory analysis."
1658,8174,2010/01/10,"TV Sichem Defiance; Gravesend Bay, NY","Gravesend Bay, NY",40.5983,-74.0142,Chemical,,Ethanol,,,,,,1722000,0,"NEW YORK (AP) - A tanker with 41,000 barrels of ethanol on board has a ruptured tank off of Brooklyn's Gravesend Bay and officials are evacuating all vessels from the area.The New York Fire Department and the Coast Guard say there have been no reports of injuries and no ethanol spilled off the 443-foot ship. Firefighters have sprayed the vessel with foam as a precaution.The Coast Guard says the Sichem Defiance was offloading 55,000 barrels of ethanol when the rupture happened. The tanker master told officials that the main deck of the vessel collapsed and caused the incident.The Coast Guard says the evacuation of the area is a precaution."
